FYEAR,CO,AB,DIS,FACID,DEV,PROID,SCC,SIC,EIC,POL,EMS
2012,2,GBV,GBU,0,0,74676512107018,74676512107018,74676512107018,74676512107018,42101,0.2118191124361502112
2012,2,GBV,GBU,0,0,74676512107019,74676512107019,74676512107019,74676512107019,42101,0.0891532183661055768
2012,2,GBV,GBU,0,0,74676512107020,74676512107020,74676512107020,74676512107020,42101,0.000000010891272754583677248
2012,2,GBV,GBU,0,0,74676512107021,74676512107021,74676512107021,74676512107021,42101,0.0000000173899088418750396
2012,2,GBV,GBU,0,0,74676512107024,74676512107024,74676512107024,74676512107024,42101,0.000000008425127912983802904
2012,2,GBV,GBU,0,0,74676512107025,74676512107025,74676512107025,74676512107025,42101,0.1716004747046281848
2012,2,GBV,GBU,0,0,74676512107026,74676512107026,74676512107026,74676512107026,42101,0.00000000486985025623383456
2012,2,GBV,GBU,0,0,74676512107027,74676512107027,74676512107027,74676512107027,42101,0.0001289198839797327264
2012,2,GBV,GBU,0,0,74676512107028,74676512107028,74676512107028,74676512107028,42101,0.001527100286349801384
2012,2,GBV,GBU,0,0,74676512107029,74676512107029,74676512107029,74676512107029,42101,0.03144225259714092216
2012,2,GBV,GBU,0,0,74676512107030,74676512107030,74676512107030,74676512107030,42101,0.0000956378444222900088
2012,2,GBV,GBU,0,0,74676512107031,74676512107031,74676512107031,74676512107031,42101,0.001045740434367755568
2012,2,GBV,GBU,0,0,75070111000000,75070111000000,75070111000000,75070111000000,42101,1.295801357884044141
2012,2,GBV,GBU,0,0,75070611000000,75070611000000,75070611000000,75070611000000,42101,10.8149612710575701
2012,2,GBV,GBU,0,0,75070611000000,75070611000000,75070611000000,75070611000000,7664417,0.001455929
2012,2,GBV,GBU,0,0,75073111000000,75073111000000,75073111000000,75073111000000,42101,0.3252036410161919014
2012,2,GBV,GBU,0,0,75073411000000,75073411000000,75073411000000,75073411000000,42101,2.6538763060468110035
2012,2,GBV,GBU,0,0,75073411000000,75073411000000,75073411000000,75073411000000,7664417,0.001673421
2012,2,GBV,GBU,0,0,76076412100000,76076412100000,76076412100000,76076412100000,42101,0.8895215285277126225
2012,2,GBV,GBU,0,0,76076412100000,76076412100000,76076412100000,76076412100000,7664417,0.003313475
2012,2,GBV,GBU,0,0,76270111000000,76270111000000,76270111000000,76270111000000,42101,0.002463685241078687004
2012,2,GBV,GBU,0,0,76270611000000,76270611000000,76270611000000,76270611000000,42101,0.2323058617669541439
2012,2,GBV,GBU,0,0,76270611000000,76270611000000,76270611000000,76270611000000,7664417,0.000004274
2012,2,GBV,GBU,0,0,76273111000000,76273111000000,76273111000000,76273111000000,42101,0.08450708938448697888
2012,2,GBV,GBU,0,0,76273411000000,76273411000000,76273411000000,76273411000000,42101,0.4339329789672316065
2012,2,GBV,GBU,0,0,76273411000000,76273411000000,76273411000000,76273411000000,7664417,0.001558305
2012,2,GBV,GBU,0,0,77170111000000,77170111000000,77170111000000,77170111000000,42101,0.013177342284463911828
2012,2,GBV,GBU,0,0,77170611000000,77170611000000,77170611000000,77170611000000,42101,0.3213942648574711758
2012,2,GBV,GBU,0,0,77170611000000,77170611000000,77170611000000,77170611000000,7664417,0.000007437
2012,2,GBV,GBU,0,0,77170711000000,77170711000000,77170711000000,77170711000000,42101,0.0021510770829552139275
2012,2,GBV,GBU,0,0,77173111000000,77173111000000,77173111000000,77173111000000,42101,0.1141408567228352802
2012,2,GBV,GBU,0,0,77173411000000,77173411000000,77173411000000,77173411000000,42101,0.1812756950228332944
2012,2,GBV,GBU,0,0,77173411000000,77173411000000,77173411000000,77173411000000,7664417,0.000492547
2012,2,GBV,GBU,0,0,77173511000000,77173511000000,77173511000000,77173511000000,42101,0.018679922588898447945
2012,2,GBV,GBU,0,0,77276412100000,77276412100000,77276412100000,77276412100000,42101,0.1014961036342418715
2012,2,GBV,GBU,0,0,77276412100000,77276412100000,77276412100000,77276412100000,7664417,0.001340043
2012,2,GBV,GBU,0,0,77276512100000,77276512100000,77276512100000,77276512100000,42101,0.02112672305780568489
2012,2,GBV,GBU,0,0,77770111000000,77770111000000,77770111000000,77770111000000,42101,0.6526060434361710351
2012,2,GBV,GBU,0,0,77770611000000,77770611000000,77770611000000,77770611000000,42101,0.633285906333258837
2012,2,GBV,GBU,0,0,77770611000000,77770611000000,77770611000000,77770611000000,7664417,0.000014927
2012,2,GBV,GBU,0,0,77770711000000,77770711000000,77770711000000,77770711000000,42101,0.0018785285065079331675
2012,2,GBV,GBU,0,0,77773111000000,77773111000000,77773111000000,77773111000000,42101,1.0755728003522057634
2012,2,GBV,GBU,0,0,77773411000000,77773411000000,77773411000000,77773411000000,42101,0.6223650319848445404
2012,2,GBV,GBU,0,0,77773411000000,77773411000000,77773411000000,77773411000000,7664417,0.004247358
2012,2,GBV,GBU,0,0,77773511000000,77773511000000,77773511000000,77773511000000,42101,0.011244659393214300675
