CO,CO,CO,1,28,1
1615,TOG,ACET,5.0373E-04,1,0.0292560
1615,TOG,ETOH,4.3251E-04,1,0.0199250
1615,TOG,B124,9.7266E-05,1,0.0116906
1615,TOG,MXYL,8.8691E-05,1,0.0094159
1615,TOG,PRD2,7.2391E-05,1,0.0082306
1615,TOG,ARO2,4.2745E-04,1,0.0553926
1615,TOG,ARO1,7.8882E-05,1,0.0114109
1615,TOG,MEOH,9.7079E-05,1,0.0031106
1615,TOG,PXYL,2.7716E-05,1,0.0029425
1615,TOG,OXYL,2.5340E-05,1,0.0026902
1615,TOG,OLE2,6.7902E-06,1,0.0007907
1615,TOG,MEK,1.1659E-06,1,0.0000841
1615,TOG,OLE1,1.2168E-05,1,0.0017138
1615,TOG,PACD,3.4490E-06,1,0.0005040
1615,TOG,APIN,3.2374E-06,1,0.0004410
1615,TOG,TERP,2.7749E-06,1,0.0003780
1615,TOG,CRES,7.7595E-07,1,0.0001166
1615,TOG,MVK,1.7973E-07,1,0.0000252
1615,TOG,NROG,2.3767E-03,1,0.0023767
1616,TOG,PRD2,3.7902E-04,1,0.0384677
1616,TOG,ALK4,7.4388E-04,1,0.0749709
1616,TOG,ALK5,5.4270E-03,1,0.6801711
1616,TOG,TOLU,4.1130E-04,1,0.0378960
1616,TOG,ACET,5.4715E-04,1,0.0317780
1616,TOG,ETOH,4.6978E-04,1,0.0216420
1616,TOG,B124,1.0597E-04,1,0.0127362
1616,TOG,MXYL,9.6331E-05,1,0.0102270
1616,TOG,ARO2,4.6897E-04,1,0.0608283
1616,TOG,ARO1,8.8960E-05,1,0.0136806
1616,TOG,MEOH,1.0544E-04,1,0.0033786
1616,TOG,PXYL,3.0104E-05,1,0.0031960
1616,TOG,OXYL,2.7524E-05,1,0.0029221
1616,TOG,OLE2,9.6554E-06,1,0.0011331
1616,TOG,MEK,1.2664E-06,1,0.0000913
1616,TOG,OLE1,1.8577E-05,1,0.0026164
1616,TOG,PACD,5.2657E-06,1,0.0007695
1616,TOG,APIN,4.9425E-06,1,0.0006733
1616,TOG,TERP,4.2365E-06,1,0.0005771
1616,TOG,CRES,1.1846E-06,1,0.0001780
1616,TOG,ALK3,5.2631E-07,1,0.0000601
1616,TOG,MVK,2.7440E-07,1,0.0000385
1616,TOG,NROG,1.9717E-03,1,0.0019717
1617,TOG,ALK2,6.8228E-03,1,0.3008600
1617,TOG,ALK3,1.9760E-03,1,0.1148707
1617,TOG,OXYL,7.0463E-05,1,0.0074807
1617,TOG,MXYL,1.1000E-04,1,0.0116780
1617,TOG,PXYL,7.1946E-05,1,0.0076381
1617,TOG,ARO1,1.0816E-04,1,0.0146041
1617,TOG,ALK5,3.0856E-03,1,0.3815029
1617,TOG,ALK4,3.9313E-04,1,0.0412425
1617,TOG,TOLU,2.3629E-04,1,0.0217710
1617,TOG,ACET,3.1433E-04,1,0.0182560
1617,TOG,ETOH,2.6988E-04,1,0.0124330
1617,TOG,B124,6.1118E-05,1,0.0073459
1617,TOG,PRD2,4.8947E-05,1,0.0055670
1617,TOG,ARO2,2.7286E-04,1,0.0354315
1617,TOG,MEOH,6.0577E-05,1,0.0019410
1617,TOG,OLE2,1.1277E-05,1,0.0010797
1617,TOG,MEK,7.2755E-07,1,0.0000525
1617,TOG,ALK1,4.7338E-05,1,0.0014234
1617,TOG,PRPE,7.7576E-05,1,0.0032644
1617,TOG,OLE1,1.4939E-05,1,0.0020753
1617,TOG,PACD,4.1386E-06,1,0.0006048
1617,TOG,APIN,3.8846E-06,1,0.0005292
1617,TOG,TERP,3.3296E-06,1,0.0004536
1617,TOG,CRES,9.3107E-07,1,0.0001399
1617,TOG,MVK,2.1566E-07,1,0.0000302
1617,TOG,NROG,7.7231E-03,1,0.0077231
1625,TOG,ALK3,1.5049E-03,1,0.0874722
1625,TOG,ETOH,1.6832E-02,1,0.7754100
1625,TOG,ALK4,7.1759E-04,1,0.0433300
1625,TOG,ALK1,2.2319E-05,1,0.0006711
1625,TOG,ALK2,1.9338E-03,1,0.0852750
1625,TOG,PRPE,3.6576E-05,1,0.0015391
1625,TOG,OLE1,3.7143E-06,1,0.0005096
1625,TOG,OLE2,3.4260E-06,1,0.0002893
1625,TOG,ARO1,2.1759E-06,1,0.0008530
1625,TOG,ALK5,1.9205E-05,1,0.0027230
1625,TOG,PRD2,1.9149E-06,1,0.0002187
1625,TOG,PACD,1.0076E-06,1,0.0001473
1625,TOG,APIN,9.4580E-07,1,0.0001289
1625,TOG,TERP,8.1069E-07,1,0.0001104
1625,TOG,ARO2,3.1048E-06,1,0.0004393
1625,TOG,CRES,2.2669E-07,1,0.0000341
1625,TOG,B124,2.1524E-07,1,0.0000259
1625,TOG,MVK,5.2508E-08,1,0.0000074
1625,TOG,NROG,8.1170E-04,1,0.0008117
1626,TOG,ETOH,1.4194E-03,1,0.0653870
1626,TOG,ALK4,6.4477E-05,1,0.0048071
1626,TOG,ARO1,9.3213E-04,1,0.9077269
1626,TOG,ALK5,8.6611E-05,1,0.0122800
1626,TOG,PRD2,8.6357E-06,1,0.0009861
1626,TOG,OLE1,1.6031E-05,1,0.0022579
1626,TOG,PACD,4.5442E-06,1,0.0006641
1626,TOG,APIN,4.2653E-06,1,0.0005811
1626,TOG,TERP,3.6560E-06,1,0.0004981
1626,TOG,OLE2,6.8192E-06,1,0.0008202
1626,TOG,ARO2,1.4002E-05,1,0.0019810
1626,TOG,CRES,1.0223E-06,1,0.0001536
1626,TOG,B124,9.7069E-07,1,0.0001167
1626,TOG,ALK3,4.5420E-07,1,0.0000519
1626,TOG,MVK,2.3680E-07,1,0.0000332
1626,TOG,NROG,1.6602E-03,1,0.0016602
1627,TOG,PRD2,4.7904E-03,1,0.4714634
1627,TOG,AACD,3.8963E-04,1,0.0233980
1627,TOG,OLE1,2.6813E-03,1,0.2721663
1627,TOG,ARO1,9.3380E-05,1,0.0366074
1627,TOG,ALK5,8.2419E-04,1,0.1168563
1627,TOG,ALK4,1.3660E-04,1,0.0170809
1627,TOG,PACD,4.3243E-05,1,0.0063195
1627,TOG,APIN,4.0589E-05,1,0.0055296
1627,TOG,TERP,3.4790E-05,1,0.0047396
1627,TOG,OLE2,6.4891E-05,1,0.0078053
1627,TOG,ARO2,1.3324E-04,1,0.0188514
1627,TOG,CRES,9.7284E-06,1,0.0014614
1627,TOG,B124,9.2371E-06,1,0.0011102
1627,TOG,ALK3,4.3221E-06,1,0.0004937
1627,TOG,MVK,2.2534E-06,1,0.0003160
1627,TOG,NROG,1.5807E-02,1,0.0158071
1635,TOG,ALK2,8.8239E-03,1,0.3891000
1635,TOG,ALK3,8.7695E-03,1,0.5097083
1635,TOG,ALK4,1.2395E-03,1,0.0748185
1635,TOG,ALK5,1.2962E-04,1,0.0152239
1635,TOG,ALK1,6.0893E-05,1,0.0018310
1635,TOG,PRPE,9.9791E-05,1,0.0041992
1635,TOG,OLE1,6.0931E-06,1,0.0008213
1635,TOG,OLE2,7.6284E-06,1,0.0005825
1635,TOG,ARO1,3.4633E-06,1,0.0013577
1635,TOG,PRD2,3.0478E-06,1,0.0003480
1635,TOG,PACD,1.6038E-06,1,0.0002344
1635,TOG,APIN,1.5054E-06,1,0.0002051
1635,TOG,TERP,1.2903E-06,1,0.0001758
1635,TOG,ARO2,4.9416E-06,1,0.0006992
1635,TOG,CRES,3.6081E-07,1,0.0000542
1635,TOG,B124,3.4258E-07,1,0.0000412
1635,TOG,MVK,8.3573E-08,1,0.0000117
1635,TOG,NROG,5.8590E-04,1,0.0005859
1636,TOG,ALK4,9.4139E-04,1,0.0764194
1636,TOG,ALK5,5.5625E-03,1,0.6707466
1636,TOG,TOLU,6.8291E-05,1,0.0062922
1636,TOG,ACET,9.0849E-05,1,0.0052764
1636,TOG,ETOH,7.8002E-05,1,0.0035934
1636,TOG,B124,3.3026E-05,1,0.0039695
1636,TOG,MXYL,1.5995E-05,1,0.0016981
1636,TOG,PRD2,1.5081E-04,1,0.0172141
1636,TOG,ARO2,3.0045E-04,1,0.0415913
1636,TOG,ARO1,1.7076E-04,1,0.0634244
1636,TOG,MEOH,1.7508E-05,1,0.0005610
1636,TOG,PXYL,4.9985E-06,1,0.0005307
1636,TOG,OXYL,4.5701E-06,1,0.0004852
1636,TOG,OLE2,1.1000E-04,1,0.0132270
1636,TOG,MEK,2.1027E-07,1,0.0000152
1636,TOG,OLE1,2.5793E-04,1,0.0363274
1636,TOG,PACD,7.3111E-05,1,0.0106845
1636,TOG,APIN,6.8624E-05,1,0.0093490
1636,TOG,TERP,5.8821E-05,1,0.0080134
1636,TOG,CRES,1.6448E-05,1,0.0024708
1636,TOG,ALK3,7.3075E-06,1,0.0008347
1636,TOG,MVK,3.8098E-06,1,0.0005342
1636,TOG,NROG,2.6750E-02,1,0.0267503
1637,TOG,ALK4,1.0375E-03,1,0.0896607
1637,TOG,ALK5,3.8122E-03,1,0.5104136
1637,TOG,ARO1,2.8749E-04,1,0.1127027
1637,TOG,PRD2,2.5300E-04,1,0.0288885
1637,TOG,OLE1,4.6967E-04,1,0.0661497
1637,TOG,PACD,1.3313E-04,1,0.0194558
1637,TOG,APIN,1.2496E-04,1,0.0170238
1637,TOG,TERP,1.0711E-04,1,0.0145918
1637,TOG,OLE2,1.9978E-04,1,0.0240301
1637,TOG,ARO2,4.1021E-04,1,0.0580375
1637,TOG,CRES,2.9951E-05,1,0.0044992
1637,TOG,B124,2.8438E-05,1,0.0034180
1637,TOG,ALK3,1.3306E-05,1,0.0015200
1637,TOG,MVK,6.9374E-06,1,0.0009728
1637,TOG,NROG,4.8640E-02,1,0.0486395
1638,TOG,ALK3,2.3244E-03,1,0.1963423
1638,TOG,ALK4,4.2033E-04,1,0.0272679
1638,TOG,ALK1,3.7219E-04,1,0.0424486
1638,TOG,ALK5,2.1511E-03,1,0.2575013
1638,TOG,ALK2,9.0600E-03,1,0.3995100
1638,TOG,TOLU,1.2010E-05,1,0.0011066
1638,TOG,ACET,1.5977E-05,1,0.0009279
1638,TOG,ETOH,1.3718E-05,1,0.0006319
1638,TOG,B124,4.2651E-06,1,0.0005126
1638,TOG,MXYL,2.8130E-06,1,0.0002986
1638,TOG,PRD2,1.2796E-05,1,0.0014600
1638,TOG,ARO2,3.0582E-05,1,0.0041656
1638,TOG,ARO1,1.4433E-05,1,0.0050394
1638,TOG,MEOH,3.0791E-06,1,0.0000987
1638,TOG,PXYL,8.7907E-07,1,0.0000933
1638,TOG,OXYL,8.0372E-07,1,0.0000853
1638,TOG,OLE2,1.6864E-05,1,0.0014913
1638,TOG,MEK,3.6980E-08,1,0.0000027
1638,TOG,PRPE,1.5972E-04,1,0.0067209
1638,TOG,OLE1,2.0575E-05,1,0.0028388
1638,TOG,PACD,5.6346E-06,1,0.0008234
1638,TOG,APIN,5.2888E-06,1,0.0007205
1638,TOG,TERP,4.5333E-06,1,0.0006176
1638,TOG,CRES,1.2676E-06,1,0.0001904
1638,TOG,MVK,2.9362E-07,1,0.0000412
1638,TOG,NROG,4.9065E-02,1,0.0490648
1639,TOG,ALK4,7.0768E-03,1,0.4307809
1639,TOG,ALK5,3.9780E-03,1,0.4353743
1639,TOG,ALK1,3.4774E-05,1,0.0029535
1639,TOG,OXYL,2.7133E-05,1,0.0028806
1639,TOG,MXYL,3.4247E-05,1,0.0036358
1639,TOG,PXYL,2.7400E-05,1,0.0029089
1639,TOG,ARO1,5.8460E-05,1,0.0137842
1639,TOG,TERP,4.2960E-04,1,0.0585264
1639,TOG,TOLU,4.2519E-05,1,0.0039176
1639,TOG,ACET,5.6563E-05,1,0.0032851
1639,TOG,ETOH,4.8565E-05,1,0.0022373
1639,TOG,B124,1.3425E-05,1,0.0016136
1639,TOG,PRD2,3.0407E-05,1,0.0034681
1639,TOG,ARO2,8.4120E-05,1,0.0113306
1639,TOG,MEOH,1.0901E-05,1,0.0003493
1639,TOG,OLE2,1.8355E-05,1,0.0022048
1639,TOG,MEK,1.3092E-07,1,0.0000094
1639,TOG,OLE1,4.2724E-05,1,0.0060175
1639,TOG,PACD,1.2111E-05,1,0.0017698
1639,TOG,APIN,1.1367E-05,1,0.0015486
1639,TOG,CRES,2.7245E-06,1,0.0004093
1639,TOG,ALK3,1.2105E-06,1,0.0001383
1639,TOG,MVK,6.3108E-07,1,0.0000885
1639,TOG,NROG,1.0761E-02,1,0.0107608
1640,TOG,ALK3,1.1657E-03,1,0.0677711
1640,TOG,ALK4,7.1922E-04,1,0.0694191
1640,TOG,ALK5,5.2363E-03,1,0.6479517
1640,TOG,OXYL,3.4971E-05,1,0.0037127
1640,TOG,MXYL,9.5078E-05,1,0.0100940
1640,TOG,PXYL,3.7225E-05,1,0.0039520
1640,TOG,ARO1,8.6100E-05,1,0.0121164
1640,TOG,TOLU,3.5927E-04,1,0.0331020
1640,TOG,ACET,4.7794E-04,1,0.0277580
1640,TOG,ETOH,4.1035E-04,1,0.0189040
1640,TOG,B124,9.2310E-05,1,0.0110950
1640,TOG,PRD2,6.8974E-05,1,0.0078423
1640,TOG,ARO2,4.0603E-04,1,0.0526215
1640,TOG,MEOH,9.2104E-05,1,0.0029512
1640,TOG,OLE2,6.6726E-06,1,0.0007779
1640,TOG,MEK,1.1062E-06,1,0.0000798
1640,TOG,OLE1,1.2086E-05,1,0.0017022
1640,TOG,PACD,3.4258E-06,1,0.0005006
1640,TOG,APIN,3.2155E-06,1,0.0004381
1640,TOG,TERP,2.7562E-06,1,0.0003755
1640,TOG,CRES,7.7071E-07,1,0.0001158
1640,TOG,MVK,1.7852E-07,1,0.0000250
1640,TOG,NROG,2.6697E-02,1,0.0266967
1650,TOG,ALK4,1.5686E-03,1,0.0983460
1650,TOG,ALK5,9.7115E-03,1,0.8641299
1650,TOG,ACET,9.6661E-05,1,0.0056140
1650,TOG,ALK1,6.1245E-06,1,0.0005202
1650,TOG,TOLU,4.4974E-05,1,0.0041438
1650,TOG,ETOH,5.1370E-05,1,0.0023665
1650,TOG,B124,1.2390E-05,1,0.0014891
1650,TOG,MXYL,1.0534E-05,1,0.0011183
1650,TOG,PRD2,1.6052E-05,1,0.0018288
1650,TOG,ARO2,6.2856E-05,1,0.0082891
1650,TOG,ARO1,1.7840E-05,1,0.0046760
1650,TOG,MEOH,1.1530E-05,1,0.0003694
1650,TOG,PXYL,3.2919E-06,1,0.0003495
1650,TOG,OXYL,3.0097E-06,1,0.0003195
1650,TOG,OLE2,6.6929E-06,1,0.0008020
1650,TOG,MEK,1.3848E-07,1,0.0000100
1650,TOG,OLE1,1.5284E-05,1,0.0021526
1650,TOG,PACD,4.3323E-06,1,0.0006331
1650,TOG,APIN,4.0664E-06,1,0.0005540
1650,TOG,TERP,3.4855E-06,1,0.0004748
1650,TOG,CRES,9.7465E-07,1,0.0001464
1650,TOG,ALK3,4.3302E-07,1,0.0000495
1650,TOG,MVK,2.2576E-07,1,0.0000317
1650,TOG,NROG,1.5828E-03,1,0.0015828
1651,TOG,ALK2,3.8795E-03,1,0.1710700
1651,TOG,ALK3,4.1718E-03,1,0.2424957
1651,TOG,ETOH,2.2048E-03,1,0.1015700
1651,TOG,ALK4,5.4907E-04,1,0.0368008
1651,TOG,ALK5,3.4578E-03,1,0.4132065
1651,TOG,TOLU,4.0771E-05,1,0.0037566
1651,TOG,ACET,5.4238E-05,1,0.0031501
1651,TOG,B124,1.1342E-05,1,0.0013632
1651,TOG,MXYL,9.5493E-06,1,0.0010138
1651,TOG,PRD2,1.5530E-05,1,0.0017694
1651,TOG,ARO2,5.8567E-05,1,0.0077387
1651,TOG,ARO1,1.7283E-05,1,0.0046744
1651,TOG,MEOH,1.0453E-05,1,0.0003349
1651,TOG,PXYL,2.9842E-06,1,0.0003168
1651,TOG,OXYL,2.7285E-06,1,0.0002897
1651,TOG,OLE2,1.0056E-05,1,0.0010003
1651,TOG,MEK,1.2554E-07,1,0.0000091
1651,TOG,ALK1,3.7510E-05,1,0.0011279
1651,TOG,PRPE,6.1471E-05,1,0.0025867
1651,TOG,OLE1,1.5937E-05,1,0.0022220
1651,TOG,PACD,4.4416E-06,1,0.0006491
1651,TOG,APIN,4.1690E-06,1,0.0005680
1651,TOG,TERP,3.5735E-06,1,0.0004868
1651,TOG,CRES,9.9925E-07,1,0.0001501
1651,TOG,MVK,2.3145E-07,1,0.0000325
1651,TOG,NROG,1.6228E-03,1,0.0016228
1652,TOG,MEOH,1.2739E-05,1,0.0004082
1652,TOG,ALK4,3.2249E-03,1,0.1996031
1652,TOG,ALK5,3.9702E-03,1,0.5096421
1652,TOG,AACD,4.3301E-04,1,0.0260030
1652,TOG,ALK1,4.7928E-05,1,0.0079481
1652,TOG,TOLU,3.9443E-05,1,0.0036342
1652,TOG,ACET,5.2472E-05,1,0.0030475
1652,TOG,ETOH,4.5051E-05,1,0.0020754
1652,TOG,B124,1.3181E-05,1,0.0015843
1652,TOG,MXYL,9.2384E-06,1,0.0009808
1652,TOG,PRD2,3.4673E-05,1,0.0039555
1652,TOG,ARO2,8.8517E-05,1,0.0119940
1652,TOG,ARO1,3.9048E-05,1,0.0132753
1652,TOG,PXYL,2.8870E-06,1,0.0003065
1652,TOG,OXYL,2.6396E-06,1,0.0002802
1652,TOG,OLE2,2.2132E-05,1,0.0026594
1652,TOG,MEK,1.2145E-07,1,0.0000088
1652,TOG,TERP,1.0934E-03,1,0.1489605
1652,TOG,APIN,3.5301E-04,1,0.0480926
1652,TOG,OLE1,5.1636E-05,1,0.0072727
1652,TOG,PACD,1.4637E-05,1,0.0021390
1652,TOG,CRES,3.2929E-06,1,0.0004946
1652,TOG,ALK3,1.4629E-06,1,0.0001671
1652,TOG,MVK,7.6272E-07,1,0.0001070
1652,TOG,NROG,5.3561E-03,1,0.0053561
1653,TOG,ALK4,3.6737E-03,1,0.3064144
1653,TOG,MEOH,2.8928E-04,1,0.0092691
1653,TOG,ALK1,8.1717E-05,1,0.0083137
1653,TOG,ALK3,3.0910E-03,1,0.4052592
1653,TOG,TERP,1.4059E-03,1,0.1915322
1653,TOG,ALK5,2.3775E-04,1,0.0306499
1653,TOG,TOLU,1.2915E-05,1,0.0011900
1653,TOG,ACET,1.7181E-05,1,0.0009979
1653,TOG,ETOH,1.4752E-05,1,0.0006796
1653,TOG,B124,4.1150E-06,1,0.0004946
1653,TOG,MXYL,3.0250E-06,1,0.0003212
1653,TOG,PRD2,9.5653E-06,1,0.0010910
1653,TOG,ARO2,2.6085E-05,1,0.0035172
1653,TOG,ARO1,1.0754E-05,1,0.0035503
1653,TOG,PXYL,9.4532E-07,1,0.0001004
1653,TOG,OXYL,8.6430E-07,1,0.0000918
1653,TOG,OLE2,6.5228E-06,1,0.0007396
1653,TOG,MEK,3.9766E-08,1,0.0000029
1653,TOG,ALK2,6.9492E-04,1,0.0306430
1653,TOG,PRPE,1.3143E-05,1,0.0005531
1653,TOG,OLE1,1.3646E-05,1,0.0019171
1653,TOG,PACD,3.8517E-06,1,0.0005629
1653,TOG,APIN,3.6154E-06,1,0.0004925
1653,TOG,CRES,8.6654E-07,1,0.0001302
1653,TOG,MVK,2.0072E-07,1,0.0000281
1653,TOG,NROG,1.4557E-03,1,0.0014557
1654,TOG,ALK4,2.1539E-03,1,0.1775255
1654,TOG,MEOH,2.1927E-04,1,0.0070257
1654,TOG,ALK5,4.4591E-03,1,0.5659279
1654,TOG,ALK1,2.5807E-04,1,0.0392248
1654,TOG,ALK3,1.5456E-04,1,0.0202981
1654,TOG,TERP,9.6713E-04,1,0.1317566
1654,TOG,TOLU,3.2547E-05,1,0.0029988
1654,TOG,ACET,4.3296E-05,1,0.0025146
1654,TOG,ETOH,3.7175E-05,1,0.0017126
1654,TOG,B124,9.4397E-06,1,0.0011346
1654,TOG,MXYL,7.6231E-06,1,0.0008093
1654,TOG,PRD2,1.5829E-05,1,0.0018044
1654,TOG,ARO2,5.2317E-05,1,0.0069649
1654,TOG,ARO1,1.7697E-05,1,0.0052604
1654,TOG,PXYL,2.3822E-06,1,0.0002529
1654,TOG,OXYL,2.1780E-06,1,0.0002312
1654,TOG,OLE2,8.1698E-06,1,0.0009804
1654,TOG,MEK,1.0021E-07,1,0.0000072
1654,TOG,OLE1,1.8880E-05,1,0.0026592
1654,TOG,PACD,5.3517E-06,1,0.0007821
1654,TOG,APIN,5.0233E-06,1,0.0006843
1654,TOG,CRES,1.2040E-06,1,0.0001809
1654,TOG,MVK,2.7888E-07,1,0.0000391
1654,TOG,NROG,2.9218E-02,1,0.0292183
1655,TOG,ALK2,3.0472E-03,1,0.1343700
1655,TOG,ALK3,4.7653E-03,1,0.2769962
1655,TOG,ETOH,3.0255E-03,1,0.1393800
1655,TOG,ALK4,2.8273E-03,1,0.1709150
1655,TOG,ALK5,2.1865E-03,1,0.2606062
1655,TOG,ALK1,2.8644E-05,1,0.0008613
1655,TOG,PRPE,4.6939E-05,1,0.0019752
1655,TOG,OLE1,1.7576E-05,1,0.0024581
1655,TOG,OLE2,9.8453E-06,1,0.0010266
1655,TOG,ARO1,1.0633E-05,1,0.0041684
1655,TOG,PRD2,9.3574E-06,1,0.0010685
1655,TOG,PACD,4.9240E-06,1,0.0007196
1655,TOG,APIN,4.6218E-06,1,0.0006296
1655,TOG,TERP,3.9615E-06,1,0.0005397
1655,TOG,ARO2,1.5172E-05,1,0.0021466
1655,TOG,CRES,1.1078E-06,1,0.0001664
1655,TOG,B124,1.0518E-06,1,0.0001264
1655,TOG,MVK,2.5659E-07,1,0.0000360
1655,TOG,NROG,1.8006E-03,1,0.0018006
1656,TOG,ALK4,8.5368E-03,1,0.5138795
1656,TOG,ALK5,3.9520E-03,1,0.4732036
1656,TOG,ARO1,9.0725E-06,1,0.0035567
1656,TOG,PRD2,7.9841E-06,1,0.0009117
1656,TOG,OLE1,1.4822E-05,1,0.0020876
1656,TOG,PACD,4.2013E-06,1,0.0006140
1656,TOG,APIN,3.9435E-06,1,0.0005372
1656,TOG,TERP,3.3801E-06,1,0.0004605
1656,TOG,OLE2,6.3047E-06,1,0.0007583
1656,TOG,ARO2,1.2945E-05,1,0.0018316
1656,TOG,CRES,9.4519E-07,1,0.0001420
1656,TOG,B124,8.9745E-07,1,0.0001079
1656,TOG,ALK3,4.1993E-07,1,0.0000480
1656,TOG,MVK,2.1893E-07,1,0.0000307
1656,TOG,NROG,1.8326E-03,1,0.0018326
1657,TOG,ALK2,2.1866E-03,1,0.0964200
1657,TOG,ALK3,1.2539E-03,1,0.0729067
1657,TOG,ALK4,9.0622E-04,1,0.0792123
1657,TOG,ALK5,4.3853E-03,1,0.5419062
1657,TOG,MEK,2.5899E-04,1,0.0186750
1657,TOG,ALK1,9.2287E-05,1,0.0132999
1657,TOG,TOLU,3.3596E-04,1,0.0309550
1657,TOG,ACET,4.4693E-04,1,0.0259570
1657,TOG,ETOH,3.8374E-04,1,0.0176780
1657,TOG,B124,8.6587E-05,1,0.0104071
1657,TOG,MXYL,7.8690E-05,1,0.0083541
1657,TOG,PRD2,6.6854E-05,1,0.0076024
1657,TOG,ARO2,3.8351E-04,1,0.0497490
1657,TOG,ARO1,7.2971E-05,1,0.0112943
1657,TOG,MEOH,8.6131E-05,1,0.0027598
1657,TOG,PXYL,2.4591E-05,1,0.0026107
1657,TOG,OXYL,2.2483E-05,1,0.0023869
1657,TOG,OLE2,9.3645E-06,1,0.0010220
1657,TOG,PRPE,2.4194E-05,1,0.0010181
1657,TOG,OLE1,1.5777E-05,1,0.0022132
1657,TOG,PACD,4.4423E-06,1,0.0006492
1657,TOG,APIN,4.1696E-06,1,0.0005680
1657,TOG,TERP,3.5740E-06,1,0.0004869
1657,TOG,CRES,9.9939E-07,1,0.0001501
1657,TOG,MVK,2.3149E-07,1,0.0000325
1657,TOG,NROG,1.6850E-03,1,0.0016850
1658,TOG,ALK2,2.5624E-03,1,0.1129900
1658,TOG,ALK3,1.0792E-02,1,0.6272822
1658,TOG,ALK5,3.7926E-03,1,0.2483227
1658,TOG,ALK1,1.7582E-05,1,0.0005287
1658,TOG,PRPE,2.8812E-05,1,0.0012124
1658,TOG,OLE1,1.0084E-05,1,0.0014096
1658,TOG,OLE2,5.7434E-06,1,0.0005941
1658,TOG,ARO1,6.0953E-06,1,0.0023895
1658,TOG,ALK4,8.9164E-06,1,0.0011149
1658,TOG,PRD2,5.3641E-06,1,0.0006125
1658,TOG,PACD,2.8226E-06,1,0.0004125
1658,TOG,APIN,2.6494E-06,1,0.0003609
1658,TOG,TERP,2.2709E-06,1,0.0003094
1658,TOG,ARO2,8.6972E-06,1,0.0012305
1658,TOG,CRES,6.3502E-07,1,0.0000954
1658,TOG,B124,6.0294E-07,1,0.0000725
1658,TOG,MVK,1.4709E-07,1,0.0000206
1658,TOG,NROG,1.0313E-03,1,0.0010313
1659,TOG,ALK5,1.1032E-02,1,0.9890699
1659,TOG,ARO1,6.9401E-06,1,0.0027207
1659,TOG,ALK4,1.0152E-05,1,0.0012695
1659,TOG,PRD2,6.1075E-06,1,0.0006974
1659,TOG,OLE1,1.1338E-05,1,0.0015969
1659,TOG,PACD,3.2139E-06,1,0.0004697
1659,TOG,APIN,3.0166E-06,1,0.0004110
1659,TOG,TERP,2.5857E-06,1,0.0003523
1659,TOG,OLE2,4.8228E-06,1,0.0005801
1659,TOG,ARO2,9.9026E-06,1,0.0014011
1659,TOG,CRES,7.2303E-07,1,0.0001086
1659,TOG,B124,6.8651E-07,1,0.0000825
1659,TOG,ALK3,3.2123E-07,1,0.0000367
1659,TOG,MVK,1.6747E-07,1,0.0000235
1659,TOG,NROG,1.1742E-03,1,0.0011742
1660,TOG,ALK4,9.8720E-04,1,0.0861293
1660,TOG,AACD,3.5246E-04,1,0.0211660
1660,TOG,ARO1,3.0915E-04,1,0.1370922
1660,TOG,ALK5,2.9898E-03,1,0.4214149
1660,TOG,TERP,4.1255E-04,1,0.0562030
1660,TOG,APIN,1.9948E-04,1,0.0271765
1660,TOG,PRD2,2.4827E-04,1,0.0283483
1660,TOG,OLE1,4.6088E-04,1,0.0649127
1660,TOG,PACD,1.3064E-04,1,0.0190920
1660,TOG,OLE2,1.9604E-04,1,0.0235808
1660,TOG,ARO2,4.0253E-04,1,0.0569522
1660,TOG,CRES,2.9391E-05,1,0.0044150
1660,TOG,B124,2.7906E-05,1,0.0033541
1660,TOG,ALK3,1.3058E-05,1,0.0014916
1660,TOG,MVK,6.8077E-06,1,0.0009546
1660,TOG,NROG,4.7730E-02,1,0.0477299
1661,TOG,ALK3,1.6546E-02,1,0.9617132
1661,TOG,ALK5,1.7041E-04,1,0.0224997
1661,TOG,ARO1,1.0061E-05,1,0.0039443
1661,TOG,ALK4,1.4718E-05,1,0.0018404
1661,TOG,PRD2,8.8544E-06,1,0.0010110
1661,TOG,OLE1,1.6437E-05,1,0.0023151
1661,TOG,PACD,4.6593E-06,1,0.0006809
1661,TOG,APIN,4.3733E-06,1,0.0005958
1661,TOG,TERP,3.7486E-06,1,0.0005107
1661,TOG,OLE2,6.9919E-06,1,0.0008410
1661,TOG,ARO2,1.4356E-05,1,0.0020312
1661,TOG,CRES,1.0482E-06,1,0.0001575
1661,TOG,B124,9.9527E-07,1,0.0001196
1661,TOG,MVK,2.4280E-07,1,0.0000340
1661,TOG,NROG,1.7023E-03,1,0.0017023
1662,TOG,ALK4,2.8607E-03,1,0.1816255
1662,TOG,ALK5,5.0112E-03,1,0.6761936
1662,TOG,ARO1,1.0221E-04,1,0.0400678
1662,TOG,PRD2,8.9945E-05,1,0.0102704
1662,TOG,OLE1,1.6698E-04,1,0.0235174
1662,TOG,PACD,4.7330E-05,1,0.0069169
1662,TOG,APIN,4.4426E-05,1,0.0060523
1662,TOG,TERP,3.8079E-05,1,0.0051877
1662,TOG,OLE2,7.1025E-05,1,0.0085431
1662,TOG,ARO2,1.4584E-04,1,0.0206334
