0,CO,CO
0,NH3,NH3
33032810000000,2204,PM
33032810000000,297,TOG
33032811100000,2204,PM
33032811100000,691,TOG
33032811200000,2204,PM
33032811200000,695,TOG
33032811300000,2204,PM
33032811300000,695,TOG
33032812000000,2204,PM
33032812000000,760,TOG
33032812100000,2204,PM
33032812100000,760,TOG
33032812140000,2204,PM
33032812140000,760,TOG
33032812200000,2204,PM
33032812200000,760,TOG
33032812240000,2204,PM
33032812240000,760,TOG
33032814100000,2204,PM
33032814100000,100,TOG
33032814200000,2204,PM
33032814200000,563,TOG
33032815100000,2204,PM
33032815100000,297,TOG
33032815300000,2204,PM
33032815300000,297,TOG
33032816000000,2204,PM
33032816000000,297,TOG
33032816100000,2204,PM
33032816100000,297,TOG
33032830000000,2204,PM
33032830000000,1447,TOG
33032830260000,2204,PM
33032830260000,1430,TOG
33032831280000,2204,PM
33032831280000,226,TOG
33032832620000,2204,PM
33032832620000,301,TOG
33032833220000,2204,PM
33032833220000,752,TOG
33033010000000,2204,PM
33033010000000,297,TOG
33033011100000,2204,PM
33033011100000,691,TOG
33033011200000,2204,PM
33033011200000,695,TOG
33033011300000,2204,PM
33033011300000,695,TOG
33033011400000,2204,PM
33033011400000,691,TOG
33033012140000,2204,PM
33033012140000,760,TOG
33033012240000,2204,PM
33033012240000,760,TOG
33033014100000,2204,PM
33033014100000,100,TOG
33033014200000,2204,PM
33033014200000,563,TOG
33033016100000,2204,PM
33033016100000,297,TOG
33033210000000,2204,PM
33033210000000,297,TOG
33033800100000,900,PM
33033800100000,1430,TOG
33034000100000,331,PM
33034000100000,31,TOG
33034001100000,331,PM
33034001100000,532,TOG
33034016000000,331,PM
33034016000000,532,TOG
33036611000000,2204,PM
33036611000000,691,TOG
33036612000000,2204,PM
33036612000000,760,TOG
33036613000000,2204,PM
33036613000000,100,TOG
33036614000000,2204,PM
33036614000000,100,TOG
33036615000000,2204,PM
33036615000000,760,TOG
33036616000000,2204,PM
33036616000000,297,TOG
33036810000000,2204,PM
33036810000000,1428,TOG
33036811000000,2204,PM
33036811000000,691,TOG
33036812000000,2204,PM
33036812000000,760,TOG
33036814000000,2204,PM
33036814000000,100,TOG
33036816000000,2204,PM
33036816000000,297,TOG
33037016000000,2204,PM
33037016000000,297,TOG
33037211000000,2204,PM
33037211000000,691,TOG
33037216000000,2204,PM
33037216000000,297,TOG
33037411000000,2204,PM
33037411000000,691,TOG
33037611000000,2204,PM
33037611000000,691,TOG
33037800000000,900,PM
33037800000000,600,TOG
33037811000000,2204,PM
33037811000000,691,TOG
33037812100000,2204,PM
33037812100000,760,TOG
33038011000000,2204,PM
33038011000000,692,TOG
33038111000000,2204,PM
33038111000000,691,TOG
33038211000000,2204,PM
33038211000000,691,TOG
33038211100000,2204,PM
33038211100000,691,TOG
33038211200000,2204,PM
33038211200000,695,TOG
33038211300000,2204,PM
33038211300000,695,TOG
33038405000000,2204,PM
33038405000000,802,TOG
33038411000000,2204,PM
33038411000000,691,TOG
33038411100000,2204,PM
33038411100000,691,TOG
33038411200000,2204,PM
33038411200000,695,TOG
33038411300000,2204,PM
33038411300000,695,TOG
33038611000000,2204,PM
33038611000000,691,TOG
33039000100000,2204,PM
33039000100000,691,TOG
33039011000000,2204,PM
33039011000000,691,TOG
33039012000000,2204,PM
33039012000000,760,TOG
33039013000000,2204,PM
33039013000000,100,TOG
33039014000000,2204,PM
33039014000000,100,TOG
33039014500000,2204,PM
33039014500000,600,TOG
33039016000000,2204,PM
33039016000000,297,TOG
33039211000000,2204,PM
33039211000000,297,TOG
33039214000000,2204,PM
33039214000000,600,TOG
33039411000000,2204,PM
33039411000000,691,TOG
33039414000000,2204,PM
33039414000000,600,TOG
33039511000000,2204,PM
33039511000000,691,TOG
33039611000000,2204,PM
33039611000000,691,TOG
33039711000000,2204,PM
33039711000000,691,TOG
33099500100000,2204,PM
33099500100000,297,TOG
33099501100000,900,PM
33099501100000,756,TOG
33099502200000,131,PM
33099502200000,5,TOG
33099511000000,2204,PM
33099511000000,691,TOG
33099516000000,90016,PM
33099516000000,1411,TOG
39999500000000,900,PM
39999500000000,1412,TOG
39999500100000,2204,PM
39999500100000,297,TOG
41032100100000,311,PM
41032100100000,1404,TOG
41032120580000,311,PM
41032120580000,1404,TOG
41032149990000,2204,PM
41032149990000,1403,TOG
41032230000000,2204,PM
41032230000000,1447,TOG
41032230040000,2204,PM
41032230040000,600,TOG
41032230080000,2204,PM
41032230080000,600,TOG
41032230260000,2204,PM
41032230260000,794,TOG
41032231280000,2204,PM
41032231280000,600,TOG
41032232020000,2204,PM
41032232020000,600,TOG
41032232200000,2204,PM
41032232200000,786,TOG
41032232320000,2204,PM
41032232320000,600,TOG
41032233380000,2204,PM
41032233380000,600,TOG
41032249990000,311,PM
41032249990000,1404,TOG
41032430000000,311,PM
41032430000000,1428,TOG
41032430080000,2204,PM
41032430080000,219,TOG
41032430240000,2204,PM
41032430240000,600,TOG
41032430260000,2204,PM
41032430260000,600,TOG
41032431280000,2204,PM
41032431280000,226,TOG
41032432020000,2204,PM
41032432020000,600,TOG
41032432320000,2204,PM
41032432320000,600,TOG
41032601200000,2204,PM
41032601200000,600,TOG
41032605000000,2204,PM
41032605000000,802,TOG
41032612000000,2204,PM
41032612000000,760,TOG
41032616000000,2204,PM
41032616000000,297,TOG
41032620000000,2204,PM
41032620000000,600,TOG
41032620020000,2204,PM
41032620020000,600,TOG
41032620040000,2204,PM
41032620040000,600,TOG
41032620260000,311,PM
41032620260000,600,TOG
41032630000000,2204,PM
41032630000000,1447,TOG
41032630040000,2204,PM
41032630040000,943,TOG
41032630080000,2204,PM
41032630080000,221,TOG
41032630110000,2204,PM
41032630110000,600,TOG
41032630180000,2204,PM
41032630180000,220,TOG
41032630220000,2204,PM
41032630220000,1429,TOG
41032630260000,2204,PM
41032630260000,1430,TOG
41032630330000,2204,PM
41032630330000,600,TOG
41032630400000,2204,PM
41032630400000,1432,TOG
41032630440000,2204,PM
41032630440000,298,TOG
41032630600000,2204,PM
41032630600000,774,TOG
41032630700000,2204,PM
41032630700000,600,TOG
41032630740000,2204,PM
41032630740000,771,TOG
41032630760000,2204,PM
41032630760000,600,TOG
41032630960000,2204,PM
41032630960000,600,TOG
41032631020000,2204,PM
41032631020000,600,TOG
41032631120000,2204,PM
41032631120000,223,TOG
41032631160000,2204,PM
41032631160000,600,TOG
41032631240000,2204,PM
41032631240000,600,TOG
41032631280000,2204,PM
41032631280000,226,TOG
41032631300000,2204,PM
41032631300000,600,TOG
41032631340000,2204,PM
41032631340000,220,TOG
41032631380000,2204,PM
41032631380000,600,TOG
41032631560000,2204,PM
41032631560000,946,TOG
41032631740000,2204,PM
41032631740000,795,TOG
41032631760000,2204,PM
41032631760000,795,TOG
41032631880000,2204,PM
41032631880000,289,TOG
41032631960000,2204,PM
41032631960000,940,TOG
41032632000000,2204,PM
41032632000000,228,TOG
41032632020000,2204,PM
41032632020000,227,TOG
41032632040000,2204,PM
41032632040000,600,TOG
41032632120000,2204,PM
41032632120000,223,TOG
41032632200000,2204,PM
41032632200000,786,TOG
41032632320000,2204,PM
41032632320000,221,TOG
41032632340000,2204,PM
41032632340000,778,TOG
41032632400000,2204,PM
41032632400000,555,TOG
41032632460000,2204,PM
41032632460000,524,TOG
41032632560000,2204,PM
41032632560000,289,TOG
41032632620000,2204,PM
41032632620000,301,TOG
41032632640000,2204,PM
41032632640000,600,TOG
41032632720000,2204,PM
41032632720000,600,TOG
41032632820000,2204,PM
41032632820000,600,TOG
41032633000000,2204,PM
41032633000000,85,TOG
41032633020000,2204,PM
41032633020000,227,TOG
41032633140000,2204,PM
41032633140000,781,TOG
41032633220000,2204,PM
41032633220000,600,TOG
41032633300000,2204,PM
41032633300000,753,TOG
41032633340000,2204,PM
41032633340000,600,TOG
41032633380000,2204,PM
41032633380000,90,TOG
41032633660000,2204,PM
41032633660000,556,TOG
41032633720000,2204,PM
41032633720000,223,TOG
41032805000000,2204,PM
41032805000000,802,TOG
41032811200000,2204,PM
41032811200000,691,TOG
41032812000000,2204,PM
41032812000000,760,TOG
41032820000000,90002,PM
41032820000000,600,TOG
41032820020000,311,PM
41032820020000,1404,TOG
41032820040000,2204,PM
41032820040000,600,TOG
41032820260000,2204,PM
41032820260000,600,TOG
41032820400000,311,PM
41032820400000,600,TOG
41032830000000,2204,PM
41032830000000,230,TOG
41032830040000,2204,PM
41032830040000,943,TOG
41032830110000,2204,PM
41032830110000,600,TOG
41032830180000,2204,PM
41032830180000,220,TOG
41032830220000,2204,PM
41032830220000,1429,TOG
41032830260000,2204,PM
41032830260000,1430,TOG
41032830330000,2204,PM
41032830330000,600,TOG
41032830400000,2204,PM
41032830400000,600,TOG
41032830600000,2204,PM
41032830600000,774,TOG
41032830640000,2204,PM
41032830640000,945,TOG
41032830740000,2204,PM
41032830740000,771,TOG
41032830960000,2204,PM
41032830960000,600,TOG
41032831160000,2204,PM
41032831160000,600,TOG
41032831280000,2204,PM
41032831280000,226,TOG
41032831300000,2204,PM
41032831300000,600,TOG
41032831320000,2204,PM
41032831320000,600,TOG
41032831340000,2204,PM
41032831340000,220,TOG
41032831380000,2204,PM
41032831380000,600,TOG
41032831560000,2204,PM
41032831560000,946,TOG
41032831740000,2204,PM
41032831740000,600,TOG
41032831860000,2204,PM
41032831860000,600,TOG
41032831880000,2204,PM
41032831880000,600,TOG
41032832000000,2204,PM
41032832000000,228,TOG
41032832020000,2204,PM
41032832020000,227,TOG
41032832040000,2204,PM
41032832040000,600,TOG
41032832120000,2204,PM
41032832120000,223,TOG
41032832200000,2204,PM
41032832200000,786,TOG
41032832220000,2204,PM
41032832220000,786,TOG
41032832320000,2204,PM
41032832320000,221,TOG
41032832340000,2204,PM
41032832340000,221,TOG
41032832400000,2204,PM
41032832400000,555,TOG
41032832440000,2204,PM
41032832440000,555,TOG
41032832460000,2204,PM
41032832460000,524,TOG
41032832560000,2204,PM
41032832560000,289,TOG
41032832620000,2204,PM
41032832620000,301,TOG
41032832640000,2204,PM
41032832640000,230,TOG
41032832720000,2204,PM
41032832720000,600,TOG
41032832780000,2204,PM
41032832780000,600,TOG
41032832820000,2204,PM
41032832820000,600,TOG
41032832940000,2204,PM
41032832940000,223,TOG
41032833000000,2204,PM
41032833000000,85,TOG
41032833140000,2204,PM
41032833140000,781,TOG
41032833220000,2204,PM
41032833220000,752,TOG
41032833300000,2204,PM
41032833300000,753,TOG
41032833340000,2204,PM
41032833340000,600,TOG
41032833380000,2204,PM
41032833380000,90,TOG
41032833660000,2204,PM
41032833660000,556,TOG
41032833720000,2204,PM
41032833720000,223,TOG
41032849980000,2204,PM
41032849980000,600,TOG
41032849990000,90002,PM
41032849990000,600,TOG
41033201000000,2204,PM
41033201000000,1430,TOG
41033201100000,2204,PM
41033201100000,520,TOG
41033201240000,2204,PM
41033201240000,547,TOG
41033220000000,90002,PM
41033220000000,1404,TOG
41033220020000,90002,PM
41033220020000,600,TOG
41033232400000,90002,PM
41033232400000,555,TOG
41033233300000,90002,PM
41033233300000,600,TOG
41033233660000,90002,PM
41033233660000,556,TOG
41033255100000,90002,PM
41033255100000,600,TOG
41033800100000,900,PM
41033800100000,1430,TOG
41034020000000,331,PM
41034020000000,31,TOG
41034030000000,311,PM
41034030000000,1402,TOG
41034049990000,331,PM
41034049990000,31,TOG
41034050000000,331,PM
41034050000000,31,TOG
41034055300000,2204,PM
41034055300000,756,TOG
41039030000000,2204,PM
41039030000000,1428,TOG
41039049990000,2204,PM
41039049990000,1428,TOG
41040000100000,331,PM
41040000100000,316,TOG
41040001360000,162,PM
41040001360000,79,TOG
41040020000000,311,PM
41040020000000,1404,TOG
41040020020000,311,PM
41040020020000,1404,TOG
41040020040000,311,PM
41040020040000,600,TOG
41040020060000,311,PM
41040020060000,1404,TOG
41040020080000,311,PM
41040020080000,1404,TOG
41040020100000,311,PM
41040020100000,1404,TOG
41040020220000,311,PM
41040020220000,1404,TOG
41040020260000,311,PM
41040020260000,1404,TOG
41040020280000,311,PM
41040020280000,1404,TOG
41040020290000,311,PM
41040020290000,1404,TOG
41040020360000,311,PM
41040020360000,1404,TOG
41040020380000,311,PM
41040020380000,1404,TOG
41040020400000,311,PM
41040020400000,1404,TOG
41040020460000,311,PM
41040020460000,1404,TOG
41040020480000,2204,PM
41040020480000,600,TOG
41040020540000,311,PM
41040020540000,1404,TOG
41040020580000,311,PM
41040020580000,1404,TOG
41040020620000,311,PM
41040020620000,1404,TOG
41040030000000,311,PM
41040030000000,1404,TOG
41040030080000,311,PM
41040030080000,219,TOG
41040030120000,311,PM
41040030120000,600,TOG
41040030180000,311,PM
41040030180000,600,TOG
41040030220000,311,PM
41040030220000,1407,TOG
41040030400000,311,PM
41040030400000,1404,TOG
41040031280000,311,PM
41040031280000,211,TOG
41040031500000,311,PM
41040031500000,553,TOG
41040031640000,311,PM
41040031640000,797,TOG
41040031760000,2204,PM
41040031760000,795,TOG
41040032200000,311,PM
41040032200000,786,TOG
41040032860000,311,PM
41040032860000,1404,TOG
41040033440000,311,PM
41040033440000,87,TOG
41040033620000,312,PM
41040033620000,1404,TOG
41040033720000,311,PM
41040033720000,223,TOG
41040049990000,311,PM
41040049990000,1404,TOG
41040050440000,311,PM
41040050440000,511,TOG
41040050500000,311,PM
41040050500000,510,TOG
41040055200000,311,PM
41040055200000,1404,TOG
41040055300000,311,PM
41040055300000,1404,TOG
41040057000000,90002,PM
41040057000000,1000,TOG
41040057120000,311,PM
41040057120000,1000,TOG
41040058000000,311,PM
41040058000000,1404,TOG
41040060720000,90003,PM
41040060720000,600,TOG
41040060800000,90003,PM
41040060800000,600,TOG
41040070000000,371,PM
41040070000000,1411,TOG
41040080000000,2204,PM
41040080000000,1447,TOG
41040200100000,331,PM
41040200100000,316,TOG
41040202480000,90016,PM
41040202480000,600,TOG
41040220020000,311,PM
41040220020000,1404,TOG
41040220320000,311,PM
41040220320000,783,TOG
41040250000000,311,PM
41040250000000,1405,TOG
41040250320000,311,PM
41040250320000,1405,TOG
41040250480000,311,PM
41040250480000,1405,TOG
41040250580000,311,PM
41040250580000,784,TOG
41040250620000,311,PM
41040250620000,274,TOG
41040256320000,90016,PM
41040256320000,1416,TOG
41040350180000,311,PM
41040350180000,753,TOG
41040350180012,1103,PM
41040350180012,3,TOG
41040370580000,90016,PM
41040370580000,1414,TOG
41040400100000,2204,PM
41040400100000,316,TOG
41040430080000,311,PM
41040430080000,219,TOG
41040430220000,311,PM
41040430220000,1407,TOG
41040430400000,311,PM
41040430400000,1404,TOG
41040431640000,311,PM
41040431640000,797,TOG
41040433620000,312,PM
41040433620000,1404,TOG
41040433680000,311,PM
41040433680000,510,TOG
41040450000000,311,PM
41040450000000,1414,TOG
41040450020000,311,PM
41040450020000,1414,TOG
41040450060000,311,PM
41040450060000,1405,TOG
41040450160000,311,PM
41040450160000,1405,TOG
41040450280000,311,PM
41040450280000,600,TOG
41040450300000,311,PM
41040450300000,1405,TOG
41040450320000,311,PM
41040450320000,1405,TOG
41040450340000,311,PM
41040450340000,1405,TOG
41040450360000,311,PM
41040450360000,511,TOG
41040450380000,311,PM
41040450380000,1405,TOG
41040450400000,311,PM
41040450400000,600,TOG
41040450440000,311,PM
41040450440000,511,TOG
41040450460000,311,PM
41040450460000,750,TOG
41040450480000,311,PM
41040450480000,1405,TOG
41040450500000,311,PM
41040450500000,1405,TOG
41040450600000,311,PM
41040450600000,1405,TOG
41040450660000,311,PM
41040450660000,1405,TOG
41040455300000,311,PM
41040455300000,1404,TOG
41040460800000,90003,PM
41040460800000,600,TOG
41040470500000,344,PM
41040470500000,1411,TOG
41040490000000,311,PM
41040490000000,783,TOG
41040620480000,311,PM
41040620480000,600,TOG
41040700100000,331,PM
41040700100000,297,TOG
41040720000000,311,PM
41040720000000,1404,TOG
41040730000000,311,PM
41040730000000,1404,TOG
41040730080000,311,PM
41040730080000,219,TOG
41040730220000,311,PM
41040730220000,1407,TOG
41040749990000,311,PM
41040749990000,783,TOG
41040750000000,311,PM
41040750000000,1405,TOG
41040750340000,311,PM
41040750340000,511,TOG
41040755300000,311,PM
41040755300000,1404,TOG
41040760800000,90003,PM
41040760800000,600,TOG
41040790000000,311,PM
41040790000000,783,TOG
41040790400000,311,PM
41040790400000,783,TOG
41041782030000,2204,PM
41041782030000,1447,TOG
41041782040000,2204,PM
41041782040000,786,TOG
41041782050000,2204,PM
41041782050000,548,TOG
41041782060000,2204,PM
41041782060000,226,TOG
41043658000000,371,PM
41043658000000,1411,TOG
41043670000000,371,PM
41043670000000,1411,TOG
41099500100000,900,PM
41099500100000,1404,TOG
41099502100000,371,PM
41099502100000,1411,TOG
41099520000000,311,PM
41099520000000,1404,TOG
41099520020000,311,PM
41099520020000,1404,TOG
41099520040000,311,PM
41099520040000,1404,TOG
41099520060000,311,PM
41099520060000,1404,TOG
41099520080000,312,PM
41099520080000,600,TOG
41099520240000,311,PM
41099520240000,1404,TOG
41099520260000,311,PM
41099520260000,1404,TOG
41099520280000,311,PM
41099520280000,1404,TOG
41099520400000,311,PM
41099520400000,1404,TOG
41099520440000,311,PM
41099520440000,1404,TOG
41099520480000,311,PM
41099520480000,1404,TOG
41099520540000,311,PM
41099520540000,1404,TOG
41099520580000,311,PM
41099520580000,1404,TOG
41099530000000,311,PM
41099530000000,1404,TOG
41099530080000,311,PM
41099530080000,219,TOG
41099530220000,311,PM
41099530220000,1407,TOG
41099530400000,311,PM
41099530400000,1404,TOG
41099530500000,311,PM
41099530500000,944,TOG
41099530740000,311,PM
41099530740000,771,TOG
41099531600000,90002,PM
41099531600000,1407,TOG
41099531640000,311,PM
41099531640000,797,TOG
41099532040000,311,PM
41099532040000,221,TOG
41099532200000,311,PM
41099532200000,786,TOG
41099532320000,311,PM
41099532320000,221,TOG
41099532860000,311,PM
41099532860000,1404,TOG
41099532900000,311,PM
41099532900000,1404,TOG
41099533440000,311,PM
41099533440000,87,TOG
41099533460000,2204,PM
41099533460000,271,TOG
41099533580000,311,PM
41099533580000,600,TOG
41099533620000,312,PM
41099533620000,1404,TOG
41099549990000,311,PM
41099549990000,1404,TOG
41099550000000,311,PM
41099550000000,1405,TOG
41099550200000,311,PM
41099550200000,1404,TOG
41099550440000,311,PM
41099550440000,511,TOG
41099550460000,311,PM
41099550460000,753,TOG
41099550500000,311,PM
41099550500000,510,TOG
41099555200000,311,PM
41099555200000,1404,TOG
41099555300000,311,PM
41099555300000,1417,TOG
41099557000000,90002,PM
41099557000000,1000,TOG
41099558000000,371,PM
41099558000000,1411,TOG
41099560420000,900,PM
41099560420000,1430,TOG
41099560720000,90003,PM
41099560720000,600,TOG
41099570000000,371,PM
41099570000000,1411,TOG
41099570160000,311,PM
41099570160000,1404,TOG
41099570720000,900,PM
41099570720000,1430,TOG
41099580000000,2204,PM
41099580000000,1447,TOG
41099582000000,311,PM
41099582000000,1405,TOG
41099584000000,311,PM
41099584000000,783,TOG
41099590000000,311,PM
41099590000000,783,TOG
42032149990000,2204,PM
42032149990000,1403,TOG
42032160800000,2204,PM
42032160800000,1428,TOG
42032620000000,2204,PM
42032620000000,600,TOG
42032630000000,2204,PM
42032630000000,600,TOG
42032630040000,2204,PM
42032630040000,943,TOG
42032631280000,2204,PM
42032631280000,226,TOG
42032631880000,2204,PM
42032631880000,227,TOG
42032649980000,2204,PM
42032649980000,600,TOG
42032820000000,90002,PM
42032820000000,600,TOG
42032820020000,311,PM
42032820020000,1404,TOG
42032820260000,311,PM
42032820260000,600,TOG
42032830040000,2204,PM
42032830040000,943,TOG
42032831280000,2204,PM
42032831280000,226,TOG
42032849980000,2204,PM
42032849980000,600,TOG
42033220020000,90002,PM
42033220020000,600,TOG
42033255100000,90002,PM
42033255100000,600,TOG
42033800100000,900,PM
42033800100000,600,TOG
42034000100000,331,PM
42034000100000,31,TOG
42034060440000,331,PM
42034060440000,31,TOG
42040860900000,900,PM
42040860900000,211,TOG
42041060900000,900,PM
42041060900000,211,TOG
42041260120000,900,PM
42041260120000,211,TOG
42041260370000,324,PM
42041260370000,600,TOG
42041260380000,324,PM
42041260380000,600,TOG
42041260760000,90003,PM
42041260760000,600,TOG
42041260860000,324,PM
42041260860000,600,TOG
42041460000000,90003,PM
42041460000000,226,TOG
42041460060000,324,PM
42041460060000,600,TOG
42041460100000,325,PM
42041460100000,211,TOG
42041460190000,324,PM
42041460190000,600,TOG
42041460400000,324,PM
42041460400000,600,TOG
42041460760000,90003,PM
42041460760000,600,TOG
42041660000000,324,PM
42041660000000,600,TOG
42041660880000,324,PM
42041660880000,600,TOG
42041860000000,90003,PM
42041860000000,600,TOG
42041860030000,900,PM
42041860030000,600,TOG
42041860060000,324,PM
42041860060000,600,TOG
42041860080000,324,PM
42041860080000,211,TOG
42041860140000,90003,PM
42041860140000,600,TOG
42041860180000,324,PM
42041860180000,600,TOG
42041860200000,327,PM
42041860200000,600,TOG
42041860220000,324,PM
42041860220000,600,TOG
42041860240000,324,PM
42041860240000,600,TOG
42041860280000,900,PM
42041860280000,600,TOG
42041860300000,324,PM
42041860300000,1453,TOG
42041860340000,324,PM
42041860340000,211,TOG
42041860360000,324,PM
42041860360000,600,TOG
42041860370000,90003,PM
42041860370000,600,TOG
42041860380000,324,PM
42041860380000,600,TOG
42041860400000,324,PM
42041860400000,600,TOG
42041860440000,90003,PM
42041860440000,600,TOG
42041860520000,90003,PM
42041860520000,600,TOG
42041860550000,90003,PM
42041860550000,600,TOG
42041860640000,90003,PM
42041860640000,600,TOG
42041860660000,90003,PM
42041860660000,1453,TOG
42041860670000,1103,PM
42041860670000,3,TOG
42041860700000,324,PM
42041860700000,1453,TOG
42041860720000,90003,PM
42041860720000,600,TOG
42041860740000,90003,PM
42041860740000,600,TOG
42041860760000,90003,PM
42041860760000,600,TOG
42041860800000,90003,PM
42041860800000,600,TOG
42041860830000,324,PM
42041860830000,600,TOG
42041860860000,324,PM
42041860860000,600,TOG
42042020020000,2204,PM
42042020020000,1404,TOG
42042060000000,90003,PM
42042060000000,600,TOG
42042060020000,324,PM
42042060020000,600,TOG
42042060030000,900,PM
42042060030000,600,TOG
42042060060000,324,PM
42042060060000,600,TOG
42042060120000,900,PM
42042060120000,600,TOG
42042060220000,324,PM
42042060220000,600,TOG
42042060240000,324,PM
42042060240000,600,TOG
42042060280000,3282,PM
42042060280000,600,TOG
42042060300000,324,PM
42042060300000,600,TOG
42042060320000,324,PM
42042060320000,600,TOG
42042060380000,324,PM
42042060380000,600,TOG
42042060400000,324,PM
42042060400000,600,TOG
42042060480000,324,PM
42042060480000,600,TOG
42042060520000,90003,PM
42042060520000,600,TOG
42042060600000,324,PM
42042060600000,600,TOG
42042060640000,90003,PM
42042060640000,600,TOG
42042060670000,324,PM
42042060670000,600,TOG
42042060680000,324,PM
42042060680000,600,TOG
42042060720000,90003,PM
42042060720000,600,TOG
42042060740000,90003,PM
42042060740000,600,TOG
42042060760000,90003,PM
42042060760000,600,TOG
42042060800000,324,PM
42042060800000,600,TOG
42042060830000,90003,PM
42042060830000,600,TOG
42042060860000,324,PM
42042060860000,600,TOG
42099520020000,2204,PM
42099520020000,600,TOG
42099520220000,311,PM
42099520220000,1404,TOG
42099549990000,311,PM
42099549990000,1404,TOG
42099558000000,90003,PM
42099558000000,600,TOG
42099560000000,311,PM
42099560000000,1404,TOG
42099560040000,90003,PM
42099560040000,600,TOG
42099560080000,900,PM
42099560080000,600,TOG
42099560200000,311,PM
42099560200000,1404,TOG
42099560340000,311,PM
42099560340000,1404,TOG
42099560400000,90016,PM
42099560400000,1403,TOG
42099560440000,90003,PM
42099560440000,600,TOG
42099560760000,90016,PM
42099560760000,1403,TOG
42099560900000,311,PM
42099560900000,1407,TOG
42099570080000,371,PM
42099570080000,1411,TOG
43032230000000,2204,PM
43032230000000,691,TOG
43032612000000,2204,PM
43032612000000,760,TOG
43032620260000,311,PM
43032620260000,600,TOG
43032630000000,2204,PM
43032630000000,1447,TOG
43032811000000,341,PM
43032811000000,21,TOG
43032812000000,2204,PM
43032812000000,760,TOG
43032830000000,2204,PM
43032830000000,1447,TOG
43032870060000,900,PM
43032870060000,600,TOG
43033800100000,900,PM
43033800100000,600,TOG
43042270780000,371,PM
43042270780000,600,TOG
43042470000000,342,PM
43042470000000,715,TOG
43042470060000,342,PM
43042470060000,715,TOG
43042470500000,371,PM
43042470500000,1411,TOG
43042602100000,371,PM
43042602100000,1411,TOG
43042670000000,371,PM
43042670000000,1411,TOG
43042670060000,371,PM
43042670060000,1411,TOG
43042670180000,371,PM
43042670180000,1411,TOG
43042670780000,371,PM
43042670780000,600,TOG
43042670920000,373,PM
43042670920000,1411,TOG
43042671020000,373,PM
43042671020000,1411,TOG
43042860840000,353,PM
43042860840000,1449,TOG
43042870000000,371,PM
43042870000000,1449,TOG
43042870360000,353,PM
43042870360000,1449,TOG
43042870780000,353,PM
43042870780000,1449,TOG
43042870840000,353,PM
43042870840000,1449,TOG
43042870880000,353,PM
43042870880000,1449,TOG
43042870900000,353,PM
43042870900000,1449,TOG
43042902100000,343,PM
43042902100000,600,TOG
43042970160000,343,PM
43042970160000,1411,TOG
43042970230000,343,PM
43042970230000,1411,TOG
43043002200000,371,PM
43043002200000,1411,TOG
43043020080000,311,PM
43043020080000,1404,TOG
43043070120000,346,PM
43043070120000,1411,TOG
43043070160000,343,PM
43043070160000,1411,TOG
43043070180000,3431,PM
43043070180000,1411,TOG
43043070500000,371,PM
43043070500000,1411,TOG
43043070780000,371,PM
43043070780000,600,TOG
43043270420000,345,PM
43043270420000,1411,TOG
43043470480000,344,PM
43043470480000,1411,TOG
43043470500000,371,PM
43043470500000,1411,TOG
43043602100000,371,PM
43043602100000,600,TOG
43043670000000,371,PM
43043670000000,600,TOG
43043670060000,342,PM
43043670060000,715,TOG
43043670160000,343,PM
43043670160000,1411,TOG
43043670180000,3431,PM
43043670180000,1411,TOG
43043670220000,371,PM
43043670220000,1411,TOG
43043670230000,343,PM
43043670230000,1411,TOG
43043670400000,371,PM
43043670400000,1411,TOG
43043670420000,371,PM
43043670420000,1411,TOG
43043670440000,371,PM
43043670440000,1411,TOG
43043670500000,371,PM
43043670500000,1411,TOG
43043670640000,371,PM
43043670640000,1411,TOG
43043670720000,371,PM
43043670720000,1411,TOG
43043670780000,371,PM
43043670780000,1411,TOG
43043670920000,371,PM
43043670920000,1411,TOG
43043870260000,371,PM
43043870260000,1411,TOG
43099500100000,900,PM
43099500100000,600,TOG
43099502100000,371,PM
43099502100000,1411,TOG
43099502140000,371,PM
43099502140000,1411,TOG
43099502200000,131,PM
43099502200000,5,TOG
43099520080000,312,PM
43099520080000,600,TOG
43099520320000,346,PM
43099520320000,1411,TOG
43099520480000,311,PM
43099520480000,1404,TOG
43099520540000,311,PM
43099520540000,1404,TOG
43099549990000,311,PM
43099549990000,1404,TOG
43099554000000,371,PM
43099554000000,1411,TOG
43099558000000,311,PM
43099558000000,1411,TOG
43099570000000,371,PM
43099570000000,1411,TOG
43099570040000,371,PM
43099570040000,1411,TOG
43099570060000,341,PM
43099570060000,21,TOG
43099570120000,346,PM
43099570120000,1411,TOG
43099570160000,343,PM
43099570160000,1411,TOG
43099570180000,3431,PM
43099570180000,1411,TOG
43099570200000,900,PM
43099570200000,600,TOG
43099570220000,371,PM
43099570220000,1411,TOG
43099570240000,324,PM
43099570240000,211,TOG
43099570260000,371,PM
43099570260000,1411,TOG
43099570320000,346,PM
43099570320000,600,TOG
43099570400000,311,PM
43099570400000,1404,TOG
43099570420000,311,PM
43099570420000,1404,TOG
43099570440000,900,PM
43099570440000,1411,TOG
43099570480000,344,PM
43099570480000,1411,TOG
43099570500000,373,PM
43099570500000,1411,TOG
43099570580000,311,PM
43099570580000,1404,TOG
43099570640000,311,PM
43099570640000,1404,TOG
43099570660000,371,PM
