0,CO,CO
0,NH3,NH3
86090011008327,4002,PM
86090011008327,665,TOG
86090011008328,2204,PM
86090011008328,691,TOG
86090011008329,4002,PM
86090011008329,665,TOG
86090011008344,4002,PM
86090011008344,665,TOG
86090011008345,2204,PM
86090011008345,691,TOG
86090011008352,4002,PM
86090011008352,665,TOG
86090011008353,2204,PM
86090011008353,691,TOG
86090011008362,2204,PM
86090011008362,691,TOG
86090011008363,4002,PM
86090011008363,665,TOG
86090011008384,4002,PM
86090011008384,665,TOG
86090011008385,2204,PM
86090011008385,691,TOG
86090011009064,4002,PM
86090011009064,665,TOG
86090011009065,2204,PM
86090011009065,691,TOG
86090011009066,2204,PM
86090011009066,691,TOG
86090011009067,4002,PM
86090011009067,665,TOG
86090011009072,2204,PM
86090011009072,691,TOG
86090011009073,4002,PM
86090011009073,665,TOG
86090011009074,4002,PM
86090011009074,665,TOG
86090011009075,2204,PM
86090011009075,691,TOG
86090011009076,4002,PM
86090011009076,665,TOG
86090011009077,2204,PM
86090011009077,691,TOG
86090011009086,2204,PM
86090011009086,691,TOG
86090011009087,4002,PM
86090011009087,665,TOG
86090011009542,4002,PM
86090011009542,665,TOG
86090011009543,2204,PM
86090011009543,691,TOG
86090011009544,2204,PM
86090011009544,691,TOG
86090011009545,4002,PM
86090011009545,665,TOG
86090011009546,2204,PM
86090011009546,691,TOG
86090011009547,4002,PM
86090011009547,665,TOG
86090011009550,4002,PM
86090011009550,665,TOG
86090011009551,2204,PM
86090011009551,691,TOG
86090011009552,4002,PM
86090011009552,665,TOG
86090011009553,2204,PM
86090011009553,691,TOG
86090011009554,4002,PM
86090011009554,665,TOG
86090011009555,2204,PM
86090011009555,691,TOG
86090011009821,2204,PM
86090011009821,691,TOG
86090011009822,4002,PM
86090011009822,665,TOG
86090011009823,2204,PM
86090011009823,691,TOG
86090011009824,4002,PM
86090011009824,665,TOG
86090011009832,2204,PM
86090011009832,691,TOG
86090011009833,4002,PM
86090011009833,665,TOG
86090011009834,4002,PM
86090011009834,665,TOG
86090011009835,2204,PM
86090011009835,691,TOG
86090011009836,4002,PM
86090011009836,665,TOG
86090011009837,2204,PM
86090011009837,691,TOG
86090011009838,4002,PM
86090011009838,665,TOG
86090011009839,2204,PM
86090011009839,691,TOG
86090111001141,2204,PM
86090111001141,691,TOG
86090111001142,4002,PM
86090111001142,665,TOG
86090111001143,2204,PM
86090111001143,691,TOG
86090111001144,4002,PM
86090111001144,665,TOG
86090111001150,2204,PM
86090111001150,691,TOG
86090111001151,4002,PM
86090111001151,665,TOG
86090111001152,4002,PM
86090111001152,665,TOG
86090111001153,2204,PM
86090111001153,691,TOG
86090111001154,2204,PM
86090111001154,691,TOG
86090111001155,4002,PM
86090111001155,665,TOG
86090111001156,2204,PM
86090111001156,691,TOG
86090111001157,4002,PM
86090111001157,665,TOG
86090111001158,2204,PM
86090111001158,691,TOG
86090111001159,4002,PM
86090111001159,665,TOG
86090111001164,4002,PM
86090111001164,665,TOG
86090111001165,2204,PM
86090111001165,691,TOG
86090111001166,4002,PM
86090111001166,665,TOG
86090111001167,2204,PM
86090111001167,691,TOG
86090111001168,4002,PM
86090111001168,665,TOG
86090111001169,2204,PM
86090111001169,691,TOG
86090111001172,2204,PM
86090111001172,691,TOG
86090111001173,4002,PM
86090111001173,665,TOG
86090111001174,4002,PM
86090111001174,665,TOG
86090111001175,2204,PM
86090111001175,691,TOG
86090111001176,2204,PM
86090111001176,691,TOG
86090111001177,4002,PM
86090111001177,665,TOG
86090111001184,4002,PM
86090111001184,665,TOG
86090111001185,2204,PM
86090111001185,691,TOG
86090111001186,2204,PM
86090111001186,691,TOG
86090111001187,4002,PM
86090111001187,665,TOG
86090111001188,2204,PM
86090111001188,691,TOG
86090111001189,4002,PM
86090111001189,665,TOG
86090111001332,4002,PM
86090111001332,665,TOG
86090111001333,2204,PM
86090111001333,691,TOG
86090111001344,4002,PM
86090111001344,665,TOG
86090111001345,2204,PM
86090111001345,691,TOG
86090111001362,4002,PM
86090111001362,665,TOG
86090111001363,2204,PM
86090111001363,691,TOG
86090111001374,4002,PM
86090111001374,665,TOG
86090111001375,2204,PM
86090111001375,691,TOG
86090111002984,4002,PM
86090111002984,665,TOG
86090111002985,2204,PM
86090111002985,691,TOG
86090111002994,4002,PM
86090111002994,665,TOG
86090111002995,2204,PM
86090111002995,691,TOG
86090111004044,4002,PM
86090111004044,665,TOG
86090111004045,2204,PM
86090111004045,691,TOG
86090111004064,4002,PM
86090111004064,665,TOG
86090111004065,2204,PM
86090111004065,691,TOG
86090111004092,2204,PM
86090111004092,691,TOG
86090111004093,4002,PM
86090111004093,665,TOG
86090111004094,4002,PM
86090111004094,665,TOG
86090111004095,2204,PM
86090111004095,691,TOG
86090111004096,4002,PM
86090111004096,665,TOG
86090111004097,2204,PM
86090111004097,691,TOG
86090111004098,2204,PM
86090111004098,691,TOG
86090111004099,4002,PM
86090111004099,665,TOG
86090111004100,2204,PM
86090111004100,691,TOG
86090111004101,4002,PM
86090111004101,665,TOG
86090111004102,4002,PM
86090111004102,665,TOG
86090111004103,2204,PM
86090111004103,691,TOG
86090111004104,2204,PM
86090111004104,691,TOG
86090111004105,4002,PM
86090111004105,665,TOG
86090111004112,4002,PM
86090111004112,665,TOG
86090111004113,2204,PM
86090111004113,691,TOG
86090111004114,2204,PM
86090111004114,691,TOG
86090111004115,4002,PM
86090111004115,665,TOG
86090111004118,2204,PM
86090111004118,691,TOG
86090111004119,4002,PM
86090111004119,665,TOG
86090111004120,4002,PM
86090111004120,665,TOG
86090111004121,2204,PM
86090111004121,691,TOG
86090111004122,4002,PM
86090111004122,665,TOG
86090111004123,2204,PM
86090111004123,691,TOG
86090111004124,4002,PM
86090111004124,665,TOG
86090111004125,2204,PM
86090111004125,691,TOG
86090111004126,4002,PM
86090111004126,665,TOG
86090111004127,2204,PM
86090111004127,691,TOG
86090111004128,4002,PM
86090111004128,665,TOG
86090111004129,2204,PM
86090111004129,691,TOG
86090111005672,4002,PM
86090111005672,665,TOG
86090111005673,2204,PM
86090111005673,691,TOG
86090111005674,2204,PM
86090111005674,691,TOG
86090111005675,4002,PM
86090111005675,665,TOG
86090111005682,2204,PM
86090111005682,691,TOG
86090111005683,4002,PM
86090111005683,665,TOG
86090111005684,4002,PM
86090111005684,665,TOG
86090111005685,2204,PM
86090111005685,691,TOG
86090111005692,4002,PM
86090111005692,665,TOG
86090111005693,2204,PM
86090111005693,691,TOG
86090111005704,4002,PM
86090111005704,665,TOG
86090111005705,2204,PM
86090111005705,691,TOG
86090111005724,4002,PM
86090111005724,665,TOG
86090111005725,2204,PM
86090111005725,691,TOG
86090111007561,2204,PM
86090111007561,691,TOG
86090111007562,4002,PM
86090111007562,665,TOG
86090111007563,2204,PM
86090111007563,691,TOG
86090111007564,4002,PM
86090111007564,665,TOG
86090111007568,2204,PM
86090111007568,691,TOG
86090111007569,4002,PM
86090111007569,665,TOG
86090111007604,4002,PM
86090111007604,665,TOG
86090111007605,2204,PM
86090111007605,691,TOG
86090111007606,2204,PM
86090111007606,691,TOG
86090111007607,4002,PM
86090111007607,665,TOG
86090111007610,4002,PM
86090111007610,665,TOG
86090111007611,2204,PM
86090111007611,691,TOG
86090111007612,4002,PM
86090111007612,665,TOG
86090111007613,2204,PM
86090111007613,691,TOG
86090111007614,4002,PM
86090111007614,665,TOG
86090111007615,2204,PM
86090111007615,691,TOG
86090111008104,4002,PM
86090111008104,665,TOG
86090111008105,2204,PM
86090111008105,691,TOG
86090111008112,4002,PM
86090111008112,665,TOG
86090111008113,2204,PM
86090111008113,691,TOG
86090111008326,2204,PM
86090111008326,691,TOG
86090111008327,4002,PM
86090111008327,665,TOG
86090111008328,2204,PM
86090111008328,691,TOG
86090111008329,4002,PM
86090111008329,665,TOG
86090111008344,4002,PM
86090111008344,665,TOG
86090111008345,2204,PM
86090111008345,691,TOG
86090111008352,4002,PM
86090111008352,665,TOG
86090111008353,2204,PM
86090111008353,691,TOG
86090111008362,2204,PM
86090111008362,691,TOG
86090111008363,4002,PM
86090111008363,665,TOG
86090111008364,4002,PM
86090111008364,665,TOG
86090111008365,2204,PM
86090111008365,691,TOG
86090111008372,4002,PM
86090111008372,665,TOG
86090111008373,2204,PM
86090111008373,691,TOG
86090111008384,4002,PM
86090111008384,665,TOG
86090111008385,2204,PM
86090111008385,691,TOG
86090111009064,4002,PM
86090111009064,665,TOG
86090111009065,2204,PM
86090111009065,691,TOG
86090111009066,2204,PM
86090111009066,691,TOG
86090111009067,4002,PM
86090111009067,665,TOG
86090111009072,2204,PM
86090111009072,691,TOG
86090111009073,4002,PM
86090111009073,665,TOG
86090111009074,4002,PM
86090111009074,665,TOG
86090111009075,2204,PM
86090111009075,691,TOG
86090111009076,4002,PM
86090111009076,665,TOG
86090111009077,2204,PM
86090111009077,691,TOG
86090111009542,4002,PM
86090111009542,665,TOG
86090111009543,2204,PM
86090111009543,691,TOG
86090111009544,2204,PM
86090111009544,691,TOG
86090111009545,4002,PM
86090111009545,665,TOG
86090111009546,2204,PM
86090111009546,691,TOG
86090111009547,4002,PM
86090111009547,665,TOG
86090111009550,4002,PM
86090111009550,665,TOG
86090111009551,2204,PM
86090111009551,691,TOG
86090111009552,4002,PM
86090111009552,665,TOG
86090111009553,2204,PM
86090111009553,691,TOG
86090111009554,4002,PM
86090111009554,665,TOG
86090111009555,2204,PM
86090111009555,691,TOG
86090111009821,2204,PM
86090111009821,691,TOG
86090111009822,4002,PM
86090111009822,665,TOG
86090111009823,2204,PM
86090111009823,691,TOG
86090111009824,4002,PM
86090111009824,665,TOG
86090111009832,2204,PM
86090111009832,691,TOG
86090111009833,4002,PM
86090111009833,665,TOG
86090111009834,4002,PM
86090111009834,665,TOG
86090111009835,2204,PM
86090111009835,691,TOG
86090111009836,4002,PM
86090111009836,665,TOG
86090111009837,2204,PM
86090111009837,691,TOG
86090111009838,4002,PM
86090111009838,665,TOG
86090111009839,2204,PM
86090111009839,691,TOG
86090211001141,2204,PM
86090211001141,691,TOG
86090211001142,4002,PM
86090211001142,665,TOG
86090211001143,2204,PM
86090211001143,691,TOG
86090211001144,4002,PM
86090211001144,665,TOG
86090211001150,2204,PM
86090211001150,691,TOG
86090211001151,4002,PM
86090211001151,665,TOG
86090211001152,4002,PM
86090211001152,665,TOG
86090211001153,2204,PM
86090211001153,691,TOG
86090211001154,2204,PM
86090211001154,691,TOG
86090211001155,4002,PM
86090211001155,665,TOG
86090211001156,2204,PM
86090211001156,691,TOG
86090211001157,4002,PM
86090211001157,665,TOG
86090211001158,2204,PM
86090211001158,691,TOG
86090211001159,4002,PM
86090211001159,665,TOG
86090211001164,4002,PM
86090211001164,665,TOG
86090211001165,2204,PM
86090211001165,691,TOG
86090211001166,4002,PM
86090211001166,665,TOG
86090211001167,2204,PM
86090211001167,691,TOG
86090211001168,4002,PM
86090211001168,665,TOG
86090211001169,2204,PM
86090211001169,691,TOG
86090211001172,2204,PM
86090211001172,691,TOG
86090211001173,4002,PM
86090211001173,665,TOG
86090211001174,4002,PM
86090211001174,665,TOG
86090211001175,2204,PM
86090211001175,691,TOG
86090211001176,2204,PM
86090211001176,691,TOG
86090211001177,4002,PM
86090211001177,665,TOG
86090211001184,4002,PM
86090211001184,665,TOG
86090211001185,2204,PM
86090211001185,691,TOG
86090211001186,2204,PM
86090211001186,691,TOG
86090211001187,4002,PM
86090211001187,665,TOG
86090211001188,2204,PM
86090211001188,691,TOG
86090211001189,4002,PM
86090211001189,665,TOG
86090211002984,4002,PM
86090211002984,665,TOG
86090211002985,2204,PM
86090211002985,691,TOG
86090211002994,4002,PM
86090211002994,665,TOG
86090211002995,2204,PM
86090211002995,691,TOG
86090211004044,4002,PM
86090211004044,665,TOG
86090211004045,2204,PM
86090211004045,691,TOG
86090211004064,4002,PM
86090211004064,665,TOG
86090211004065,2204,PM
86090211004065,691,TOG
86090211004092,2204,PM
86090211004092,691,TOG
86090211004093,4002,PM
86090211004093,665,TOG
86090211004094,4002,PM
86090211004094,665,TOG
86090211004095,2204,PM
86090211004095,691,TOG
86090211004096,4002,PM
86090211004096,665,TOG
86090211004097,2204,PM
86090211004097,691,TOG
86090211004098,2204,PM
86090211004098,691,TOG
86090211004099,4002,PM
86090211004099,665,TOG
86090211004100,2204,PM
86090211004100,691,TOG
86090211004101,4002,PM
86090211004101,665,TOG
86090211004102,4002,PM
86090211004102,665,TOG
86090211004103,2204,PM
86090211004103,691,TOG
86090211004104,2204,PM
86090211004104,691,TOG
86090211004105,4002,PM
86090211004105,665,TOG
86090211004112,4002,PM
86090211004112,665,TOG
86090211004113,2204,PM
86090211004113,691,TOG
86090211004114,2204,PM
86090211004114,691,TOG
86090211004115,4002,PM
86090211004115,665,TOG
86090211004118,2204,PM
86090211004118,691,TOG
86090211004119,4002,PM
86090211004119,665,TOG
86090211004120,4002,PM
86090211004120,665,TOG
86090211004121,2204,PM
86090211004121,691,TOG
86090211004122,4002,PM
86090211004122,665,TOG
86090211004123,2204,PM
86090211004123,691,TOG
86090211004124,4002,PM
86090211004124,665,TOG
86090211004125,2204,PM
86090211004125,691,TOG
86090211004128,4002,PM
86090211004128,665,TOG
86090211004129,2204,PM
86090211004129,691,TOG
86090211005672,4002,PM
86090211005672,665,TOG
86090211005673,2204,PM
86090211005673,691,TOG
86090211005674,2204,PM
86090211005674,691,TOG
86090211005675,4002,PM
86090211005675,665,TOG
86090211005682,2204,PM
86090211005682,691,TOG
86090211005683,4002,PM
86090211005683,665,TOG
86090211005684,4002,PM
86090211005684,665,TOG
86090211005685,2204,PM
86090211005685,691,TOG
86090211005692,4002,PM
86090211005692,665,TOG
86090211005693,2204,PM
86090211005693,691,TOG
86090211005704,4002,PM
86090211005704,665,TOG
86090211005705,2204,PM
86090211005705,691,TOG
86090211005724,4002,PM
86090211005724,665,TOG
86090211005725,2204,PM
86090211005725,691,TOG
86090211007561,2204,PM
86090211007561,691,TOG
86090211007562,4002,PM
86090211007562,665,TOG
86090211007563,2204,PM
86090211007563,691,TOG
86090211007564,4002,PM
86090211007564,665,TOG
86090211007568,2204,PM
86090211007568,691,TOG
86090211007569,4002,PM
86090211007569,665,TOG
86090211007604,4002,PM
86090211007604,665,TOG
86090211007605,2204,PM
86090211007605,691,TOG
86090211007606,2204,PM
86090211007606,691,TOG
86090211007607,4002,PM
86090211007607,665,TOG
86090211007610,4002,PM
86090211007610,665,TOG
86090211007611,2204,PM
86090211007611,691,TOG
86090211007612,4002,PM
86090211007612,665,TOG
86090211007613,2204,PM
86090211007613,691,TOG
86090211007614,4002,PM
86090211007614,665,TOG
86090211007615,2204,PM
86090211007615,691,TOG
86090211008104,4002,PM
86090211008104,665,TOG
86090211008105,2204,PM
86090211008105,691,TOG
86090211008112,4002,PM
86090211008112,665,TOG
86090211008113,2204,PM
86090211008113,691,TOG
86090211008326,2204,PM
86090211008326,691,TOG
86090211008327,4002,PM
86090211008327,665,TOG
86090211008328,2204,PM
86090211008328,691,TOG
86090211008329,4002,PM
86090211008329,665,TOG
86090211008344,4002,PM
86090211008344,665,TOG
86090211008345,2204,PM
86090211008345,691,TOG
86090211008352,4002,PM
86090211008352,665,TOG
86090211008353,2204,PM
86090211008353,691,TOG
86090211008362,2204,PM
86090211008362,691,TOG
86090211008363,4002,PM
86090211008363,665,TOG
86090211008364,4002,PM
86090211008364,665,TOG
86090211008365,2204,PM
86090211008365,691,TOG
86090211008372,4002,PM
86090211008372,665,TOG
86090211008373,2204,PM
86090211008373,691,TOG
86090211008384,4002,PM
86090211008384,665,TOG
86090211008385,2204,PM
86090211008385,691,TOG
86090211009064,4002,PM
86090211009064,665,TOG
86090211009065,2204,PM
86090211009065,691,TOG
86090211009066,2204,PM
86090211009066,691,TOG
86090211009067,4002,PM
86090211009067,665,TOG
86090211009072,2204,PM
86090211009072,691,TOG
86090211009073,4002,PM
86090211009073,665,TOG
86090211009074,4002,PM
86090211009074,665,TOG
86090211009075,2204,PM
86090211009075,691,TOG
86090211009076,4002,PM
86090211009076,665,TOG
86090211009077,2204,PM
86090211009077,691,TOG
86090211009542,4002,PM
86090211009542,665,TOG
86090211009543,2204,PM
86090211009543,691,TOG
86090211009544,2204,PM
86090211009544,691,TOG
86090211009545,4002,PM
86090211009545,665,TOG
86090211009546,2204,PM
86090211009546,691,TOG
86090211009547,4002,PM
86090211009547,665,TOG
86090211009550,4002,PM
86090211009550,665,TOG
86090211009551,2204,PM
86090211009551,691,TOG
86090211009552,4002,PM
86090211009552,665,TOG
86090211009553,2204,PM
86090211009553,691,TOG
86090211009554,4002,PM
86090211009554,665,TOG
86090211009555,2204,PM
86090211009555,691,TOG
86090211009821,2204,PM
86090211009821,691,TOG
86090211009822,4002,PM
86090211009822,665,TOG
86090211009823,2204,PM
86090211009823,691,TOG
